Campaign,Date,City/Location,Latitude,Longitude,Channel,Device,Ad,Impressions,"CTR, %",Clicks,Daily Average CPC,"Spend, GBP",Conversions,"Total conversion value, GBP",Likes (Reactions),Shares,Comments
Summer ,16/06/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,833.1,0.8%,7,0.26,2,1,21.00,70,21,5
Summer ,17/06/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1111.9,0.4%,4,1.00,4,0,6.00,52,26,4
Summer ,18/06/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,959.2,0.3%,3,1.26,4,0,16.00,88,35,9
Summer ,19/06/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1736.2,0.7%,12,0.44,5,4,132.00,58,27,6
Summer ,20/06/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1209.4,0.9%,11,1.19,13,3,112.00,80,18,9
Summer ,21/06/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1040.9,0.9%,9,0.61,6,0,11.00,85,24,2
Summer ,22/06/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,760.6,0.8%,6,0.98,6,0,15.00,90,14,9
Summer ,23/06/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1597,0.5%,8,0.22,2,3,180.00,67,17,7
Summer ,24/06/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1594.1,0.7%,11,0.63,7,0,14.00,90,20,10
Summer ,25/06/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1397.3,0.7%,10,0.83,9,2,129.00,78,21,7
Summer ,26/06/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1224.5,0.8%,9,0.87,8,0,7.00,88,8,2
Summer ,27/06/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,933.5,0.8%,8,0.50,4,0,16.00,100,23,12
Summer ,28/06/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,674.9,0.2%,1,1.00,1,0,16.00,95,29,9
Summer ,29/06/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,825.5,1.0%,8,0.77,6,0,30.00,108,21,9
Summer ,30/06/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1750.4,0.4%,7,0.57,4,2,138.00,49,15,5
Summer ,01/07/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,770.1,0.9%,7,0.41,3,2,37.00,53,6,9
Summer ,02/07/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1755.5,0.6%,10,0.41,4,0,23.00,58,11,0
Summer ,03/07/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1097.4,0.8%,9,0.36,3,2,158.00,82,29,2
Summer ,04/07/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,974.8,0.4%,4,0.24,1,0,20.00,67,12,2
Summer ,05/07/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1181.6,0.7%,8,0.10,1,2,139.00,90,23,11
Summer ,06/07/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,815.8,0.9%,7,0.43,3,0,47.00,83,21,12
Summer ,07/07/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1608.2,0.7%,12,0.66,8,0,32.00,72,30,7
Summer ,08/07/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,842.3,0.8%,6,0.27,2,2,85.00,79,26,4
Summer ,09/07/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1450,0.5%,7,0.65,5,0,28.00,78,11,5
Summer ,10/07/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1386.9,0.3%,4,0.44,2,0,12.00,70,26,12
Summer ,11/07/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1871.1,0.9%,17,0.90,15,0,10.00,102,18,12
Summer ,12/07/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1061.8,1.0%,10,1.14,12,3,264.00,97,18,6
Summer ,13/07/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1142.5,0.4%,5,0.07,0,3,178.00,44,21,10
Summer ,14/07/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,999.9,1.0%,10,0.85,9,0,42.00,85,23,7
Summer ,15/07/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1236.3,1.1%,13,0.93,12,3,143.00,50,32,6
Summer ,16/07/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1912.8,0.4%,8,0.31,2,4,251.00,88,18,9
Summer ,17/07/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1448.4,0.7%,10,0.44,4,4,350.00,71,27,3
Summer ,18/07/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1164.8,0.9%,11,0.84,9,3,101.00,85,23,5
Summer ,19/07/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1581.4,0.8%,13,0.77,10,3,130.00,74,23,8
Summer ,20/07/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1412.8,0.8%,12,0.61,7,4,107.00,100,14,4
Summer ,21/07/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1676.8,0.8%,14,0.49,7,2,106.00,58,23,10
Summer ,22/07/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,834.9,0.3%,2,0.90,2,2,148.00,56,9,4
Summer ,23/07/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1652.2,1.1%,17,0.38,7,4,302.00,52,29,10
Summer ,24/07/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,795.6,0.5%,4,1.20,5,0,4.00,47,21,2
Summer ,25/07/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1729.7,1.2%,21,1.37,28,0,47.00,76,15,5
Summer ,26/07/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1817,0.7%,13,0.58,7,2,177.00,64,30,1
Summer ,27/07/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1121.6,0.9%,10,1.10,10,1,41.00,82,15,0
Summer ,28/07/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,926.1,0.8%,8,0.67,5,0,5.00,62,30,12
Summer ,29/07/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1180.1,0.5%,6,0.44,3,4,322.00,62,26,2
Summer ,30/07/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1064.8,0.9%,9,1.07,10,0,16.00,89,15,12
Summer ,31/07/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1354.6,0.2%,3,0.36,1,2,172.00,50,18,10
Summer ,01/08/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,938.1,0.6%,5,1.23,7,3,276.00,55,21,6
Summer ,02/08/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1602.3,0.7%,12,1.25,15,1,124.00,80,29,6
Summer ,03/08/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1661.6,0.5%,9,1.05,9,3,84.00,78,18,2
Summer ,04/08/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1672.7,1.0%,17,0.67,11,3,222.00,83,24,7
Summer ,05/08/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1726.9,0.6%,10,0.24,2,3,173.00,96,17,12
Summer ,06/08/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,811.7,0.4%,3,0.46,2,0,8.00,59,14,1
Summer ,07/08/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1578.1,0.6%,10,1.20,12,0,41.00,83,17,9
Summer ,08/08/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1354.2,1.0%,14,0.54,7,2,92.00,96,26,5
Summer ,09/08/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1077.5,1.2%,12,0.85,11,0,10.00,46,24,3
Summer ,10/08/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1204.1,0.8%,10,0.34,3,1,65.00,46,24,2
Summer ,11/08/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1348.6,0.1%,2,1.29,2,0,3.00,68,27,10
Summer ,12/08/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1664.6,0.6%,11,0.16,2,0,41.00,54,27,6
Summer ,13/08/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,966.3,0.5%,5,0.97,4,1,45.00,41,12,8
Summer ,14/08/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1411.1,0.6%,8,0.15,1,1,21.00,52,9,2
Summer ,15/08/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1393.7,0.5%,8,0.78,6,4,276.00,80,17,1
Summer ,16/08/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,981,0.7%,7,0.34,2,3,142.00,77,11,8
Summer ,17/08/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1503.2,0.7%,10,0.79,8,0,18.00,49,27,4
Summer ,18/08/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,797.5,1.0%,8,0.84,6,3,124.00,59,18,7
Summer ,19/08/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,872.3,0.7%,6,1.12,7,2,124.00,104,24,7
Summer ,20/08/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1041,1.0%,11,1.10,12,3,233.00,98,29,11
Summer ,21/08/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,923.5,0.9%,9,0.61,5,0,27.00,64,9,7
Summer ,22/08/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1413.7,1.0%,14,0.47,7,1,46.00,62,17,12
Summer ,23/08/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,783.4,0.9%,7,0.36,2,3,229.00,55,24,10
Summer ,24/08/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1122.9,0.4%,4,0.55,2,3,126.00,56,15,10
Summer ,25/08/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1025.3,0.3%,3,0.85,3,2,132.00,82,26,6
Summer ,26/08/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1173.9,0.3%,4,0.29,1,4,197.00,96,18,4
Summer ,27/08/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,697.1,0.5%,3,0.94,3,2,177.00,53,29,6
Summer ,28/08/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1159.8,0.7%,9,0.75,6,2,91.00,49,29,11
Summer ,29/08/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1588.4,0.6%,9,0.69,6,0,27.00,107,36,2
Summer ,30/08/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1483,0.5%,7,1.24,9,0,21.00,110,27,9
Summer ,31/08/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,976.7,0.1%,1,0.66,1,2,121.00,115,33,8
Fall ,01/09/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1596,0.5%,8,0.57,5,4,275.00,56,42,8
Fall ,02/09/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1706,1.0%,16,0.63,10,2,74.00,64,23,3
Fall ,03/09/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1882,0.7%,14,1.12,15,4,202.00,94,9,5
Fall ,04/09/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2099,0.9%,18,1.13,21,5,497.00,42,33,3
Fall ,05/09/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2898,0.6%,18,0.12,2,6,437.00,91,12,12
Fall ,06/09/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2819,1.0%,28,0.51,14,4,373.00,107,18,8
Fall ,07/09/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1696,0.8%,14,0.67,9,2,72.00,52,18,4
Fall ,08/09/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2217,1.0%,21,1.12,24,2,147.00,47,27,8
Fall ,09/09/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1624,1.0%,17,0.17,3,4,196.00,58,15,8
Fall ,10/09/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2246,1.0%,22,0.71,16,2,225.00,94,33,2
Fall ,11/09/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2489,0.7%,18,0.77,14,5,161.00,100,17,7
Fall ,12/09/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2565,0.6%,14,0.65,9,5,292.00,41,26,13
Fall ,13/09/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2670,0.4%,11,0.22,2,2,272.00,76,35,1
Fall ,14/09/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2317,1.0%,24,0.01,0,2,96.00,62,41,8
Fall ,15/09/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1816,0.9%,16,0.63,10,6,201.00,62,24,3
Fall ,16/09/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2944,1.1%,31,0.46,14,5,256.00,80,24,6
Fall ,17/09/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2770,0.8%,22,0.27,6,2,173.00,58,27,8
Fall ,18/09/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2023,1.0%,20,0.38,8,4,286.00,71,20,1
Fall ,19/09/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,3388,0.5%,18,0.82,15,5,419.00,49,18,8
Fall ,20/09/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1495,1.1%,16,0.40,7,5,341.00,46,15,2
Fall ,21/09/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1861,0.6%,12,0.36,4,3,305.00,56,15,10
Fall ,22/09/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1986,0.4%,9,0.36,3,3,277.00,68,29,7
Fall ,23/09/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2067,0.6%,13,0.88,11,2,254.00,66,23,8
Fall ,24/09/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2225,0.9%,19,0.01,0,2,99.00,59,12,2
Fall ,25/09/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2995,1.1%,31,1.21,38,2,63.00,86,36,7
Fall ,26/09/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2015,1.3%,26,0.87,23,6,364.00,79,11,10
Fall ,27/09/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2507,1.2%,30,0.05,2,2,143.00,68,12,7
Fall ,28/09/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,3157,0.8%,25,0.91,23,6,586.00,55,20,3
Fall ,29/09/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1682,0.9%,15,0.03,0,4,171.00,101,12,11
Fall ,30/09/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2391,0.9%,22,1.06,23,3,116.00,60,29,2
Fall ,01/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1924,0.8%,15,0.27,4,5,407.00,47,32,8
Fall ,02/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2064,0.6%,13,0.35,4,4,370.00,54,29,7
Fall ,03/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2755,0.5%,14,1.05,15,4,177.00,92,15,8
Fall ,04/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2357,1.0%,23,0.37,8,6,448.00,54,20,8
Fall ,05/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1615,0.7%,11,0.86,10,6,231.00,52,30,4
Fall ,06/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2039,0.8%,17,0.99,17,6,534.00,74,29,6
Fall ,07/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,3030,0.7%,20,1.06,22,5,379.00,84,32,5
Fall ,08/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1550,0.8%,12,1.03,12,2,104.00,85,27,7
Fall ,09/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1495,0.5%,7,0.41,3,3,220.00,70,18,1
Fall ,10/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2478,0.9%,23,0.24,6,2,233.00,70,6,4
Fall ,11/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2919,0.9%,27,0.61,16,3,207.00,59,12,6
Fall ,12/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2509,0.9%,22,0.60,13,4,239.00,61,20,10
Fall ,13/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2700,0.6%,17,0.72,12,2,146.00,56,35,7
Fall ,14/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2986,1.1%,31,0.89,28,2,234.00,92,30,2
Fall ,15/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2155,0.4%,9,0.87,7,3,159.00,91,18,6
Fall ,16/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1895,1.2%,23,1.20,27,6,471.00,107,36,6
Fall ,17/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,3137,1.1%,35,0.32,11,5,344.00,46,29,3
Fall ,18/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2385,0.7%,17,0.70,12,4,301.00,89,21,3
Fall ,19/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2752,1.3%,34,0.41,14,4,294.00,100,33,1
Fall ,20/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2121,0.9%,18,0.63,11,6,320.00,61,30,5
Fall ,21/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2659,0.9%,24,0.99,24,2,172.00,92,36,6
Fall ,22/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2060,0.8%,16,0.51,8,4,208.00,56,27,10
Fall ,23/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1996,0.6%,11,1.20,14,4,257.00,97,14,6
Fall ,24/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2657,0.7%,17,0.98,17,2,190.00,37,23,2
Fall ,25/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2389,0.8%,18,0.40,7,4,341.00,54,35,3
Fall ,26/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2463,0.6%,14,0.57,8,6,452.00,85,26,6
Fall ,27/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2821,0.8%,24,1.13,27,4,232.00,72,18,7
Fall ,28/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2445,0.8%,19,0.29,5,2,172.00,44,14,0
Fall ,29/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2252,1.2%,27,0.08,2,2,201.00,95,14,2
Fall ,30/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1901,1.1%,21,1.21,26,3,274.00,88,23,1
Fall ,31/10/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2286,0.6%,13,0.90,12,2,209.00,91,14,6
Fall ,01/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2459,1.0%,24,0.48,12,2,179.00,58,18,9
Fall ,02/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2717,1.2%,33,0.95,31,3,187.00,94,20,9
Fall ,03/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2148,0.5%,10,0.67,6,6,340.00,56,20,7
Fall ,04/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2075,0.5%,11,1.07,12,2,164.00,71,5,4
Fall ,05/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2634,1.1%,29,0.54,16,2,107.00,83,36,11
Fall ,06/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1538,1.1%,17,0.06,1,2,151.00,80,39,6
Fall ,07/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2832,0.7%,20,0.01,0,4,390.00,41,14,4
Fall ,08/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,3041,0.6%,18,0.63,11,2,214.00,98,15,2
Fall ,09/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2333,1.0%,23,0.83,19,2,198.00,108,21,6
Fall ,10/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2156,1.1%,23,1.20,27,2,179.00,64,32,9
Fall ,11/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1563,0.6%,10,0.93,9,2,156.00,101,24,3
Fall ,12/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2158,0.5%,10,0.52,5,3,246.00,79,23,3
Fall ,13/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2403,0.6%,13,0.97,13,2,227.00,62,15,3
Fall ,14/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2536,1.0%,25,1.09,27,2,174.00,79,23,7
Fall ,15/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2186,0.6%,14,0.68,9,5,286.00,70,26,6
Fall ,16/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2865,0.8%,22,0.27,6,5,165.00,72,26,5
Fall ,17/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1761,1.2%,22,0.34,7,3,223.00,59,14,12
Fall ,18/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2581,0.9%,22,0.66,14,6,388.00,85,27,13
Fall ,19/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1960,1.0%,19,0.74,14,3,161.00,107,27,9
Fall ,20/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1671,1.2%,20,0.61,12,4,325.00,88,20,4
Fall ,21/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1411,0.8%,12,0.75,9,2,174.00,68,11,6
Fall ,22/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2315,1.1%,24,0.95,23,5,220.00,73,20,3
Fall ,23/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2480,0.9%,21,0.09,2,3,251.00,86,14,6
Fall ,24/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2465,0.9%,23,1.14,26,2,195.00,101,11,3
Fall ,25/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2515,0.7%,17,0.97,17,5,311.00,35,18,3
Fall ,26/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2140,0.6%,13,0.91,12,2,186.00,95,29,9
Fall ,27/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,1608,1.2%,20,0.04,1,6,278.00,79,17,5
Fall ,28/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2209,0.8%,17,0.95,16,3,307.00,79,30,6
Fall ,29/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,3088,0.8%,26,0.09,2,6,461.00,42,15,5
Fall ,30/11/2023,London,51.50735,-0.12776,Pinterest,Mobile,Discount,2256,0.6%,14,1.25,17,6,269.00,80,18,8
Spring ,01/03/2023,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1867.2,0.4%,8,0.94,8,2,106.00,53,17,3
Spring ,02/03/2023,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1984,0.5%,10,0.59,6,2,126.00,30,5,3
Spring ,03/03/2023,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,2139,0.7%,15,0.09,1,4,168.00,60,9,0
Spring ,04/03/2023,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,2008.4,0.7%,13,0.31,4,3,177.00,73,18,3
Spring ,05/03/2023,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1095.6,0.3%,3,0.21,1,3,213.00,62,14,2
Spring ,06/03/2023,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1568.8,0.7%,11,0.15,2,6,372.00,70,0,3
Spring ,07/03/2023,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1596.2,0.9%,14,0.43,6,4,304.00,48,17,3
Spring ,08/03/2023,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1090.4,0.6%,7,0.49,3,5,230.00,42,9,1
Spring ,09/03/2023,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1066.4,0.6%,7,1.03,7,1,58.00,26,2,3
Spring ,10/03/2023,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1397.8,0.3%,4,0.65,3,5,255.00,44,3,4
Spring ,11/03/2023,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1324.2,0.8%,10,0.30,3,5,255.00,55,6,0
Spring ,12/03/2023,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1629.4,1.3%,21,0.56,11,1,41.00,55,2,0
Spring ,13/03/2023,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1460.6,0.8%,12,0.57,7,4,168.00,71,20,3
Spring ,14/03/2023,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,2026.6,0.4%,8,0.69,6,6,258.00,29,11,4
Spring ,15/03/2023,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1454,0.9%,14,0.01,0,3,189.00,65,12,3
Spring ,16/03/2023,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1256.8,0.8%,10,0.13,1,1,65.00,61,8,0
Spring ,17/03/2023,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1174.4,0.7%,8,0.86,7,2,114.00,78,15,0
Spring ,18/03/2023,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1605,0.8%,13,0.56,7,3,132.00,48,5,1
Spring ,19/03/2023,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1703.4,0.8%,13,0.28,4,1,71.00,24,5,2
Spring ,20/03/2023,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1607.8,0.1%,2,0.90,2,3,180.00,62,0,4
Spring ,21/03/2023,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1220.6,0.7%,9,0.16,1,4,320.00,47,14,0
Spring ,22/03/2023,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1046,0.3%,3,0.61,2,4,136.00,42,2,5
Spring ,23/03/2023,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1653.4,1.0%,16,0.19,3,2,78.00,58,14,0
Spring ,24/03/2023,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1474.4,0.8%,11,0.46,5,5,310.00,28,0,5
Spring ,25/03/2023,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1896.2,0.9%,18,0.66,12,5,260.00,28,18,4
Spring ,26/03/2023,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1633,0.2%,4,0.88,3,5,370.00,25,9,4
Spring ,27/03/2023,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1180.4,0.4%,5,0.73,4,1,65.00,26,15,4
Spring ,28/03/2023,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1982,0.8%,15,0.07,1,6,420.00,47,11,0
Spring ,29/03/2023,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1035.2,0.8%,8,0.68,6,2,146.00,68,3,3
Spring ,30/03/2023,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,2129.6,0.2%,4,0.18,1,5,255.00,20,8,4
Spring ,31/03/2023,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,2153.4,0.7%,15,0.76,11,2,136.00,44,11,5
Spring ,01/04/2023,Manchester,53.483959,-2.244644,Pinterest,Mobile,Discount,1469.4,0.9%,13,0.49,7,4,152.00,30,17,4
